"schema"|"uuid"|"id"|"gmd:title"|"gmd:abstract"|"link_download"|"link_service_esri"|"link_information"|"link_service_wms"|"link_no_protocol"
"iso19139"|"http://gis.hennepin.opendata.arcgis.com/datasets/389b45bdb8b64b59858f87d544875557_1"|"789"|"Fire Stations"|"Fire Stations in Minnesota Any location where fire fighters are stationed or based out of, or where equipment that such personnel use in carrying out their jobs is stored for ready use. Fire Departments not having a permanent location are included, in which case their location has been depicted at the city/town hall or at the center of their service area if a city/town hall does not exist. This dataset includes those locations primarily engaged in forest or grasslands fire fighting, including fire lookout towers if the towers are in current use for fire protection purposes. This dataset includes both private and governmental entities. Fire fighting training academies are also included. This dataset is comprised completely of license free data. The Fire Station dataset and the EMS dataset were merged into one working file. TGS processed as one file and then separated for delivery purposes. Records with \\"-DOD\\" appended to the end of the [NAME] value are located on a military base, as defined by the Defense Installation Spatial Data Infrastructure (DISDI) military installations and military range boundaries. Text fields in this dataset have been set to all upper case to facilitate consistent database engine search results. All diacritics (e.g., the German umlaut or the Spanish tilde) have been replaced with their closest equivalent English character to facilitate use with database systems that may not support diacritics. The currentness of this dataset is indicated by the [CONTDATE] field. Based upon this field, the oldest record dates from 01/05/2005 and the newest record dates from 08/07/2008. Link to Attribute Table Information: http://gis.hennepin.us/OpenData/Metadata/Fire%20Stations.pdf Use Limitations: This data (i) is furnished \\"AS IS\\" with no representation as to completeness or accuracy; (ii) is furnished with no warranty of any kind; and (iii) is not suitable for legal, engineering or surveying purposes. Hennepin County shall not be liable for any damage, injury or loss resulting from this data."|"http://gis.hennepin.opendata.arcgis.com/datasets/389b45bdb8b64b59858f87d544875557_1.zip"|"http://gis.hennepin.us/arcgis/rest/services/HennepinData/PLACES/MapServer/1"|"http://gis.hennepin.opendata.arcgis.com/datasets/389b45bdb8b64b59858f87d544875557_1"|""|""|
"iso19139"|"http://gis.hennepin.opendata.arcgis.com/datasets/038b0504d5e74b708121a008abe0f0e9_0"|"790"|"HCMC Clinics"|"Hennepin County Medical Center clinics created for the GIS Office enterprise warehouse and use in various online applications. Originally requested by Hennepin Health for member mapping projects. Hennepin County Medical Center clinics created September 2013 by the GIS Office. Locations are based on information supplied by HSPHD, HCMC, and the http://hcmc.org/index.htm website. Link to Attribute Table Information: http://gis.hennepin.us/OpenData/Metadata/HCMC%20Clinics.pdf Data updated: 08/07/2014 Use Limitations: This data (i) is furnished \\"AS IS\\" with no representation as to completeness or accuracy; (ii) is furnished with no warranty of any kind; and (iii) is not suitable for legal, engineering or surveying purposes. Hennepin County shall not be liable for any damage, injury or loss resulting from this data. General questions about this data set, including errors, omissions, corrections and/or updates should be directed to the Hennepin County GIS Office at 612-596-9484."|"http://gis.hennepin.opendata.arcgis.com/datasets/038b0504d5e74b708121a008abe0f0e9_0.zip"|"http://gis.hennepin.us/arcgis/rest/services/HennepinData/HEALTH/MapServer/0"|"http://gis.hennepin.opendata.arcgis.com/datasets/038b0504d5e74b708121a008abe0f0e9_0"|""|""|
"iso19139"|"http://gis.hennepin.opendata.arcgis.com/datasets/8dcdf020c0624a5494b492e36deaad5c_0"|"791"|"Hazardous Waste Generators"|"Hazardous Waste is a \\"solid waste\\" which because of its quantity, concentration, or physical, chemical, or infectious characteristics may: either pose a substantial current or future potential hazard to human health or the environment when improperly treated, stored or disposed of, or otherwise mismanaged; or cause or contribute to an increase in mortality, or an increase in irreversible or incapacitating illness. This spatial data set presents all known locations in Hennepin County where hazardous waste generators are or have been in operation. The information used to create this data comes from the hazardous waste generator licensing and inspection activities of Environment & Energy staff. Link to Attribute Table Information: http://gis.hennepin.us/OpenData/Metadata/Hazardous%20Waste%20Generators.pdf Data updated: Summer 2014 Use Limitations: This data (i) is furnished \\"AS IS\\" with no representation as to completeness or accuracy; (ii) is furnished with no warranty of any kind; and (iii) is not suitable for legal, engineering or surveying purposes. Hennepin County shall not be liable for any damage, injury or loss resulting from this data."|"http://gis.hennepin.opendata.arcgis.com/datasets/8dcdf020c0624a5494b492e36deaad5c_0.zip"|"http://gis.hennepin.us/arcgis/rest/services/HennepinData/ENVIRONMENT/MapServer/0"|"http://gis.hennepin.opendata.arcgis.com/datasets/8dcdf020c0624a5494b492e36deaad5c_0"|""|""|
"iso19139"|"http://gis.hennepin.opendata.arcgis.com/datasets/c102b1d70fb848a5bd8960bc4e437c4c_7"|"792"|"Food Shelves"|"This dataset contains food shelves for Hennepin County and was created/updated by the Hennepin County GIS Office. The base data was collected from MinnesotaHelp.Info from the following site (http://minnesotahelp.info/public/) August 2014. Original dataset was developed in order to understand Hennepin County resident access to groceries, in particular, to understand access to fresh fruits and vegetables via food shelves. Additional sites were collected from the following organizations. Individual verification has only been conducted on a few sites. Food Pantries.org http://www.foodpantries.org South Minneapolis - The Beehive http://sminneapolis.thebeehive.org Hunger Solutions http://www.hungersolutions.org/give-help/map/ Link to Attribute Table Information: http://gis.hennepin.us/OpenData/Metadata/Food%20Shelves.pdf Data updated: 08/01/2014 Use Limitations: This data (i) is furnished \\"AS IS\\" with no representation as to completeness or accuracy; (ii) is furnished with no warranty of any kind; and (iii) is not suitable for legal, engineering or surveying purposes. Hennepin County shall not be liable for any damage, injury or loss resulting from this data. General questions about this data set, including errors, omissions, corrections and/or updates should be directed to the Hennepin County GIS Office at 612-596-9484."|"http://gis.hennepin.opendata.arcgis.com/datasets/c102b1d70fb848a5bd8960bc4e437c4c_7.zip"|"http://gis.hennepin.us/arcgis/rest/services/HennepinData/PLACES/MapServer/7"|"http://gis.hennepin.opendata.arcgis.com/datasets/c102b1d70fb848a5bd8960bc4e437c4c_7"|""|""|
"iso19139"|"6c4cc043-5f92-4c16-b97c-11f0881d8636"|"525803"|"Census Blocks: Indiana, 2000"|"The following is excerpted from an on-line document produced by ESRI pertaining to the Census 2000 TIGER Line data: \"The Census 2000 TIGER/Line shapefiles were created from the Topologically Integrated Geographic Encoding and Referencing (TIGER) database of the United States Census Bureau. The shapefiles contain data about the following features: Line Featuresroads, railroads, hydrography, and transportation and utility lines. Boundary Featuresstatistical (e.g., census tracts and blocks); government (e.g., places and counties); and administrative (e.g., congressional and school districts). Landmark Featurespoint (e.g., schools and churches); area (e.g., parks and cemeteries); and key geographic locations (e.g., apartment buildings and factories). The shapefiles do not contain: Zip Code Tabulation Areas (ZCTAs). Current address range information as reflected in the Master Address File (MAF). Corrections to naming of some geographic entities, including voting districts and school districts, and attributes such as Place Description Codes (PLACEDC) and Legal/Statistical Area Description Codes (LSADC). This updated Census information for the 2000 TIGER/Line files is available from the U.S. Census Bureau at the following web site url: http://www.census.gov/geo/www/tiger/tiger2k/tgr2000.html The U.S. Census Bureau also provides GENERALIZED cartographic boundary files for many of their geographies. These cartographic boundary files can be downloaded by state, in shapefile format (.shp), as well as ArcInfo export files (.e00).”"|"http://maps.indiana.edu/download/Demographics/Census_Blocks.zip"|"http://maps.indiana.edu/arcgis/rest/services/Demographics/Census_Blocks/MapServer/0"|"http://maps.indiana.edu/layerGallery.html?category=Census"|""|""|
"iso19139"|"e36b394b-4ed1-425d-8e26-e1bc682c1286"|"1904"|"Major Bedrock Aquifers Within 500 Feet of Ground Surface: Illinois, 1993"|"This map shows the distribution of major bedrock aquifer units within 500 feet of ground surface in Illinois. Major aquifers are capable of yielding 70 gallons of water per minute. Potable water contains less than 2,500 milligrams per liter of total dissolved solids. Bedrock aquifers within 500 feet of ground surface cover most of northern Illinois and are commonly overlain only by thin layers of less permeable silts and clays. Many are directly overlain by shallow or major sand and gravel aquifers allowing direct hydrologic communication with shallower aquifer systems. Stratigraphic units considered to be major bedrock aquifers are: Hunton Limestone Megagroup Ancell Group Prairie du Chien Group Ironton-Galesville Sandstone Elmhurst-Mt. Simon Sandstone The scale of these data is 1:500,000."|"https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/Clearinghouse/data/ISGS/Hydrology/zips/IL_Major_Aquifers.zip"|""|"https://clearinghouse.isgs.illinois.edu/data/hydrology/major-aquifers"|""|""|
"iso19139"|"90f14ff4-1359-4beb-b931-5cb41d20ab90"|"219761"|"Glacial Boundaries: Illinois, 1997"|"This is an SDE feature class containing glacial boundary polygons representing the extent of glaciation for major glacial episodes in Illinois. Data are originally from the Quaternary Deposits in Illinois (1:500,000) map by Lineback (1979). Data have been subsequently modified to conform with the reclassification by Hansel and Johnson, ISGS Bulletin 104 (1996). Glacial episode is identified for each polygon. The data include the Wisconsin, Illinois and the Pre-Illinois episodes. Areas not glaciated are also identified. The nominal scale is 1:500,000."|"https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/Clearinghouse/data/ISGS/Geology/zips/IL_Glacial_Bndys_Py.zip"|"http://data.isgs.illinois.edu/arcgis/rest/services/Geology/Glacial_Boundaries/MapServer"|"https://clearinghouse.isgs.illinois.edu/data/geology/glacial-boundaries"|""|""|
"iso19139"|"3eb84344-68d3-4360-90e3-3078c83e78b4"|"71028"|"Census_MCD_PopChange_IN"|"Historical census data for minor civil divisions (also known as \"civil townships\") in Indiana were provided by personnel of the Indiana Business Research Center to personnel of the Indiana Geological Survey (IGS). The data were joined by personnel of IGS to a shapefile of minor civil divisions. The historical census data consisted of population statistics from 1890 to 2000. The boundaries of civil townships are not believed to have changed greatly during the past 110 years. Using these data, personnel of the IGS calculated population density for each civil township during census years and changes of density for each decadal period."|""|""|""|""|"http://maps.indiana.edu/arcgis/rest/services/Demographics/Population_Change_1890_2000/MapServer/export###http://maps.indiana.edu/download/Demographics/Population_Change_1890_2000.zip"|
"iso19139"|"9ec8a429-4665-422a-ae69-9f8b1ffe0c4b"|"2608"|"Priority Preservation Areas: Maryland, 2014"|"This layer illustrates Priority Preservation Areas as adopted by each respective county in the state of Maryland that wishes to gain certification for preservation funding. This data is compiled GIS data provided directly from each county. In addition, this data is in the process of being realigned to the 2012 MD iMAP parcel polygons. The realignments are available on a county by county basis depending on the production schedule. Last Updated: 06/2014"|""|""|"http://data.imap.maryland.gov/datasets/20f240af3be54be581f9ceef1b314b6a_1"|"http://geodata.md.gov/imap/services/Agriculture/MD_AgriculturalDesignations/MapServer/WMSServer?request=GetCapabilities&service=WMS"|""|
"iso19139"|"b38b014c-b560-40c7-9fbf-233f0296e375"|"79120"|"Floodway: Ann Arbor, Michigan, 2012"|"A \"Regulatory Floodway\" means the channel of a river or other watercourse and the adjacent land areas that must be reserved in order to discharge the base flood without cumulatively increasing the water surface elevation more than a designated height. Communities must regulate development in these floodways to ensure that there are no increases in upstream flood elevations. For streams and other watercourses where FEMA has provided Base Flood Elevations (BFEs), but no floodway has been designated, the community must review floodplain development on a case-by-case basis to ensure that increases in water surface elevations do not occur, or identify the need to adopt a floodway if adequate information is available. Created by Systems Planning based off of FEMA floodplain info. In the process of being updated based on newest FEMA data."|"http://data.a2gov.org/feeds/GIS/AA%20Floodway/AA_Floodway.zip"|""|"http://www.a2gov.org/services/data/Pages/default.aspx"|""|""|
"iso19139"|"e473b779-4b52-4ff9-b12b-301644e826e9"|"1902"|"Generalized Statewide Location of Major Bedrock, Sand and Gravel, and Potential Shallow Aquifers: Illinois, 2004"|"This feature dataset contains feature classes that show the general areal extent of major bedrock aquifers to various depths, major sand and gravel aquifers, and potential water-bearing unconsolidated strata to a depth of 50 feet. With the exception of GISDB_HYDRO.IL_Shallow_Coarse_Materials_Py, the attribute information is limited to a simple binary code indicating the area is or is not an aquifer. The shallow coarse materials feature class was derived from the statewide stack-unit map and contains stack-unit designations. The data are in the Geographic Coordinate System, decimal degrees, NAD83. Most of the feature classes have a scale of 1:500,000. GISDB_HYDRO.IL_Shallow_Coarse_Materials_Py has a scale of 1:250,000. Please refer to the metadata for the individual feature classes."|"https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/Clearinghouse/data/ISGS/Hydrology/zips/IL_Major_Aquifers.zip"|""|"https://clearinghouse.isgs.illinois.edu/data/hydrology/major-aquifers"|""|""|
"iso19139"|"c305640e-a516-47ce-bdec-810708261ac0"|"79126"|"Non City Open Spaces: Ann Arbor, Michigan, 2015"|"Polygons depicting the open space land within or near the City of Ann Arbor that is NOT owned by the City of Ann Arbor."|"http://data.a2gov.org/feeds/GIS/AA%20Non%20City%20Open%20Spaces/AA_Non_City_Open_Spaces.zip"|""|"http://www.a2gov.org/services/data/Pages/default.aspx"|""|""|
"iso19139"|"b5cce273-3f86-4bab-9688-dd7e28925273"|"79127"|"Parks: Ann Arbor, Michigan, 2015"|"Polygons of the City of Ann Arbor owned parkland properties."|"http://data.a2gov.org/feeds/GIS/AA%20Parks/AA_Parks.zip"|""|"http://www.a2gov.org/services/data/Pages/default.aspx"|""|""|
"iso19139"|"d9458cef-5f7b-4c01-8b1f-a643f10c771c"|"464312"|"Population Density: Indiana, 2000"|"CENSUS_BLCKGRPS_TIGER00_POPDENS_IN contains populaton densities calculated for all Indiana blockgroups identified by the US Bureau of the Census. Data is from U.S. Department of Commerce, U.S. Census Bureau, Census 2000 Tiger Line Files and SF1 tables."|"http://maps.indiana.edu/download/Demographics/Population_Density_Blockgroups.zip"|"http://maps.indiana.edu/arcgis/rest/services/Demographics/Population_Density_Blockgroups/MapServer/0"|"http://maps.indiana.edu/layerGallery.html?category=Population"|""|""|
"iso19139"|"mnu-MnU-1900-20150328072610.0-9945195930001701"|"558605"|"Board of Realtors atlas of the city of Duluth. - 1900"|"Resource with the following features:- General note: Binder\'s title. Includes index map."|""|""|""|""|""|
"iso19139"|"903fb9a4-7feb-4138-a898-511dcd62b382"|"460834"|"ARC-ISO CHILDREN_POVERTY_2011_USCB_IN: Children, Ages 5 to 17, from Families in Poverty in Indiana in 2011, by School District (United States Census Bureau, 1:500000, Polygon Shapefile)"|"CHILDREN_POVERTY_2011_USCB_IN.SHP is a polygon shapefile of 2011 unified school districts in Indiana. It also contains 2011 census data showing percentages of children in poverty for each school district for the state of Indiana. Poverty data were provided by personnel of the Indiana Business Research Center (Rachel Strange, Geodemographic Analyst, Managing Editor, IBRC), which were obtained from the Web page of the U. S. Department of Commerce, U. S. Census Bureau, titled \"Small Area Income and Poverty Estimates,\" . Discussion of these data, which are estimates produced under the Census Bureau\'s Small Area Income and Poverty Estimates (SAIPE) program, are provided at . The following is excerpted from an Adobe Acrobat PDF document named \"TGRSHP2011_TECHDOC.PDF (U.S. Census Bureau) and also from the Web page of the SAIPE program: \"School Districts are single-purpose administrative units within which local officials provide public educational services for the area\'s residents. The Census Bureau obtains school district boundaries, names, local education agency codes, grade ranges, and school district levels biennially from state school officials. The Census Bureau collects this information for the primary purpose of providing the U.S. Department of Education with annual estimates of the number of children in poverty within each school district, county, and state. This information serves as the basis for the Department of Education to determine the annual allocation of Title I funding to states and school districts. \"The 2011 TIGER/Line Shapefiles include separate shapefiles for elementary, secondary, and unified school districts. The 2011 shapefiles contain information from the 2009-2010 school year. The 2009-2010 school districts represent districts in operation as of January 1, 2010. \"The elementary school districts provide education to the lower grade/age levels and the secondary school districts provide education to the upper grade/age levels. The unified school districts are districts that provide education to children of all school ages. In general, where there is a unified school district, no elementary or secondary school district exists (see exceptions described below), and where there is an elementary school district the secondary school district may or may not exist (see explanation below). \"The U.S. Census Bureau\'s Small Area Income and Poverty Estimates (SAIPE) program provides annual estimates of income and poverty statistics for all school districts, counties, and states. The main objective of this program is to provide estimates of income and poverty for the administration of federal programs and the allocation of federal funds to local jurisdictions. In addition to these federal programs, state and local programs use the income and poverty estimates for distributing funds and managing programs. \"The SAIPE program produces the following county and state estimates: Total number of people in poverty. Number of childer under age 5 in poevery (for states only). •number of related children ages 5 to 17 in families in poverty. Number of children under age 18 in poverty. Median household income.\""|""|""|""|""|"http://maps.indiana.edu/arcgis/rest/services/Demographics/Population_Children_Poverty_2011/MapServer/export###http://maps.indiana.edu/download/Demographics/Population_Children_Poverty_2011.zip"|
"iso19139"|"116862d8-6f05-488e-91c8-e6e756c90b6e"|"464313"|"Census Block Groups: Indiana, 2000"|"Census_Blockgroups_TIGER00_IN contains locations for all Indiana blockgroups identified by the US Bureau of the Census. Data is from U.S. Department of Commerce, U.S. Census Bureau, Census 2000 Tiger Line Files and SF1 tables."|"http://maps.indiana.edu/download/Demographics/Population_Family_Size.zip"|"http://maps.indiana.edu/arcgis/rest/services/Demographics/Population_Family_Size/MapServer/0"|"http://maps.indiana.edu/layerGallery.html?category=Population"|""|""|
"iso19139"|"55f7d761-52d2-4579-a054-b6b169a9e6f8"|"535686"|"Census Blocks: Indiana, 2000"|"The following is excerpted from an on-line document produced by ESRI          pertaining to the Census 2000 TIGER Line data: \"The Census 2000 TIGER/Line shapefiles were          created from the Topologically Integrated Geographic Encoding and Referencing (TIGER)          database of the United States Census Bureau. The shapefiles contain data about the          following features: Line Featuresroads, railroads, hydrography, and transportation and          utility lines. Boundary Featuresstatistical (e.g., census tracts and blocks); government          (e.g., places and counties); and administrative (e.g., congressional and school          districts). Landmark Featurespoint (e.g., schools and churches); area (e.g., parks and          cemeteries); and key geographic locations (e.g., apartment buildings and factories). The          shapefiles do not contain: Zip Code Tabulation Areas (ZCTAs). Current address range          information as reflected in the Master Address File (MAF). Corrections to naming of some          geographic entities, including voting districts and school districts, and attributes such          as Place Description Codes (PLACEDC) and Legal/Statistical Area Description Codes (LSADC).          This updated Census information for the 2000 TIGER/Line files is available from the U.S.          Census Bureau at the following web site url:          http://www.census.gov/geo/www/tiger/tiger2k/tgr2000.html The U.S. Census Bureau also          provides GENERALIZED cartographic boundary files for many of their geographies. These          cartographic boundary files can be downloaded by state, in shapefile format (.shp), as          well as ArcInfo export files (.e00).\""|""|""|""|""|"http://igs.indiana.edu/arcims/statewide/download.html"|
"iso19139"|"c81a2966-f3f6-46fc-b6b9-0894e8899723"|"20816"|"Glacial Deposits: Northwestern Pennsylvania, 2010"|"Digitized regional surficial geology map for northwestern Pennsylvania. The complete citation for the paper map is: Map of the Glacial Deposits of Northwestern Pennsylvania by V.C. Shepps, J.B. Droste, and R.F. Sitler under the supervision of G.W.White, 1959, Bulletin G-32, Pennsylvania Geologic Survey. The original map was published at a scale of 1:125,000. Three counties are fully covered by these deposits and mapped (Crawford, Erie, and Mercer); five more are partially covered and mapped (Beaver, Butler, Lawrence, Warren, and Venango). This GIS data set shows the areal distribution of 14 distinct glacial deposits from the Pleistocene Epoch and Recent stream alluvium and/or bedrock exposures. All mapping activity and lithologic interpretations were made by the original authors of the map (Shepps et al., 1959); the authors of this electronic geospatial resource (Shaffer et al., 2005) have only provided digital transfer of the map features and attributes and documentation of the process."|"http://www.pasda.psu.edu/data/alleghenycollege/NWPAGlacialDeposits.zip"|""|"http://www.pasda.psu.edu/uci/MetadataDisplay.aspx?entry=PASDA&file=NWPAGlacialDeposits.xml&dataset=1452"|""|""|
"iso19139"|"7aac8cc9-5b11-4ce4-b0db-54d6e8b7ca7c"|"20815"|"PGC Public Shooting Range: Pennsylvania, 2015"|"Point locations of Pennsylvania Game Commission public shooting ranges. Rangetype \'R\' = Rifle, \'P\' = Pistol. Shooting permits or valid Pennsylvania hunting license required in order to use these facilities. Information available on the PGC website and Hunting Digest. Be sure to check the status of the range to ensure that it is open."|"http://www.pasda.psu.edu/data/pgc/PGC_PublicShootingRange2015.zip"|""|"http://www.pasda.psu.edu/uci/MetadataDisplay.aspx?entry=PASDA&file=PGC_PublicShootingRange2015.xml&dataset=300"|"http://data1.commons.psu.edu/arcgis/services/pasda/PennsylvaniaGameCommission/MapServer/WMSServer"|""|
"iso19139"|"http://gis.hennepin.opendata.arcgis.com/datasets/d345065393054a02b9d15a283b8b3f4a_6"|"793"|"Farmers Markets"|"Farmers\' markets for Hennepin County, updated by the GIS Office 5/22/2014. Based data was assembled by HSPHD and originally published 11/2009. Additional sources include MFMA, and individual websites. Link to Attribute Table Information: http://gis.hennepin.us/OpenData/Metadata/Farmers%20Markets.pdf Data updated: 05/22/2014 Use Limitations: This data (i) is furnished \\"AS IS\\" with no representation as to completeness or accuracy; (ii) is furnished with no warranty of any kind; and (iii) is not suitable for legal, engineering or surveying purposes. Hennepin County shall not be liable for any damage, injury or loss resulting from this data. General questions about this data set, including errors, omissions, corrections and/or updates should be directed to the Hennepin County GIS Office at 612-596-9484."|"http://gis.hennepin.opendata.arcgis.com/datasets/d345065393054a02b9d15a283b8b3f4a_6.zip"|"http://gis.hennepin.us/arcgis/rest/services/HennepinData/PLACES/MapServer/6"|"http://gis.hennepin.opendata.arcgis.com/datasets/d345065393054a02b9d15a283b8b3f4a_6"|""|""|
"iso19139"|"bdfc5cd2-732d-4559-a9c7-df38dd683aec"|"2609"|"Permanently Preserved Agricultural Lands: Maryland, 2014"|"This layer contains lands that have been forever restricted from development on prime farmland and woodland.  Permanently preserved agricultural lands are parcels subject to some type of preservation easement as well as properties owned by federal, state and local governments. In addition, properties owned by local trusts and private conservation organizations such as The Nature Conservancy are included. Conservation easements include easements from the Maryland Agricultural Land Preservation Foundation (MALPF), Rural Legacy, Forest Legacy, Maryland Environmental Trust (MET), county and state purchases of development rights, transfers of development rights, open space from home owners associations, local open space requirements, and private conservation easements. This data is compiled from settlement data directly from conservation program administrators, county GIS updates on preservation activities, and publicly available data from the Maryland Department of Natural Resources. In addition, this data is in the process of being realigned to the 2012 MD iMap parcel polygons. The realignments are available on a county by county basis depending on the production schedule."|""|""|""|""|""|
"iso19139"|"feafa66f-dd61-4c7c-a778-4f5c9c1f0a6b"|"79117"|"Downtown Development Authority: Ann Arbor, Michigan"|"The City of Ann Arbor created the Ann Arbor DDA (Ordinance No. 14-82) in 1982 and renewed it in 2003 with a substantial amendment to its original Development Plan. Over its history, the DDA has been a significant and influential catalyst for the revitalization and renewal of downtown Ann Arbor. The Ann Arbor Downtown Development District encompasses all or part of 66 city blocks, or approximately 271 acres, of which 80 acres are public rights-of-way."|"http://data.a2gov.org/feeds/GIS/AA%20DDA%20Boundary/AA_DDA_Boundary.zip"|""|"http://www.a2gov.org/services/data/Pages/default.aspx"|""|""|
"iso19139"|"6adec9a1-d344-49a2-8862-d8640fe2490b"|"464240"|"Census Tracts: Indiana, 2000"|"Census_Tracts_TIGER00_IN contains locations for all Indiana tracts identified by the US Bureau of the Census. Data is from U.S. Department of Commerce, U.S. Census Bureau, Census 2000 Tiger Line Files and SF1 tables."|"http://maps.indiana.edu/download/Demographics/Census_Tracts.zip"|"http://maps.indiana.edu/arcgis/rest/services/Demographics/Census_Tracts/MapServer/0"|"http://maps.indiana.edu/layerGallery.html?category=Census"|""|""|
"iso19139"|"gov.noaa.nodc.ncddc.file:/Users/majew030/Desktop/Tests4Blog/Link_Loss/WI_Counties_2015_FGDC"|"372615"|"County Boundaries, Wisconsin 2015"|"This polygon feature class represents boundaries of the 72 counties in Wisconsin. The data is derived from 1:24,000-scale sources. This feature class was last updated in June 2015; refer to the Data Lineage section of the ArcGIS metadata for information about the nature of the update. For more information, contact the WI DNR Bureau of Technology Services."|""|""|""|""|"https://gisdata.wisc.edu/public/WI_Counties_2015.zip###ftp://dnrftp01.wi.gov/geodata/county_bnds/"|
"iso19139"|"da2eb7c0-ca51-4d03-9e17-0dbbc74c1463"|"435022"|"Oxygen-ISO CHILDREN_POVERTY_2011_USCB_IN: Children, Ages 5 to 17, from Families in Poverty in Indiana in 2011, by School District (United States Census Bureau, 1:500000, Polygon Shapefile)"|"CHILDREN_POVERTY_2011_USCB_IN.SHP is a polygon shapefile of 2011 unified school districts in Indiana. It also contains 2011 census data showing percentages of children in poverty for each school district for the state of Indiana. Poverty data were provided by personnel of the Indiana Business Research Center (Rachel Strange, Geodemographic Analyst, Managing Editor, IBRC), which were obtained from the Web page of the U. S. Department of Commerce, U. S. Census Bureau, titled \"Small Area Income and Poverty Estimates,\" <http://www.census.gov/did/www/saipe/data/interactive/#>. Discussion of these data, which are estimates produced under the Census Bureau\'s Small Area Income and Poverty Estimates (SAIPE) program, are provided at <http://www.census.gov/did/www/saipe/about/index.html>. The following is excerpted from an Adobe Acrobat PDF document named \"TGRSHP2011_TECHDOC.PDF (U.S. Census Bureau) and also from the Web page of the SAIPE program: \"School Districts are single-purpose administrative units within which local officials provide public educational services for the area\'s residents. The Census Bureau obtains school district boundaries, names, local education agency codes, grade ranges, and school district levels biennially from state school officials. The Census Bureau collects this information for the primary purpose of providing the U.S. Department of Education with annual estimates of the number of children in poverty within each school district, county, and state. This information serves as the basis for the Department of Education to determine the annual allocation of Title I funding to states and school districts. \"The 2011 TIGER/Line Shapefiles include separate shapefiles for elementary, secondary, and unified school districts. The 2011 shapefiles contain information from the 2009-2010 school year. The 2009-2010 school districts represent districts in operation as of January 1, 2010. \"The elementary school districts provide education to the lower grade/age levels and the secondary school districts provide education to the upper grade/age levels. The unified school districts are districts that provide education to children of all school ages. In general, where there is a unified school district, no elementary or secondary school district exists (see exceptions described below), and where there is an elementary school district the secondary school district may or may not exist (see explanation below). \"The U.S. Census Bureau\'s Small Area Income and Poverty Estimates (SAIPE) program provides annual estimates of income and poverty statistics for all school districts, counties, and states. The main objective of this program is to provide estimates of income and poverty for the administration of federal programs and the allocation of federal funds to local jurisdictions. In addition to these federal programs, state and local programs use the income and poverty estimates for distributing funds and managing programs. \"The SAIPE program produces the following county and state estimates: Total number of people in poverty. Number of childer under age 5 in poevery (for states only). •number of related children ages 5 to 17 in families in poverty. Number of children under age 18 in poverty. Median household income.\""|""|""|""|""|"http://maps.indiana.edu/download/Demographics/Population_Children_Poverty_2011.zip###http://maps.indiana.edu/arcgis/rest/services/Demographics/Population_Children_Poverty_2011/MapServer/export"|
"schema"|"uuid"|"id"|"title"|"abstract"|"gn:info"
"iso19110"|"6ce76b2c-6796-4fbb-ab00-5debf4a93a21"|"41361"|"Feature Catalog for Soils - Macomb County: Michigan, 2015"|"soil survey; SSURGO; Soil Survey Geographic; soils Map Unit Delineations are closed polygons that may be dominatedby a single soil or nonsoil component plus allowable similar ordissimilar soils, or they can be geographic mixtures of groupsof soils or soils and nonsoil areas.The map unit symbol uniquely identifies each closed delineationmap unit. Each symbol is linked to a map unit name. The map unitsymbol is also the key for linking information in the National SoilInformation System tables. The map unit symbols are not carriedwithin the modified Digital Line Graph file; however, they are madeavailable in a companion attribute file. The attribute file linksthe minor codes in the Digital Line Graph files to the map unitsymbols.Map Unit Delineations are described by the National SoilInformation System database. This attribute database gives theproportionate extent of the component soils and the properties foreach soil. The database contains both estimated and measured dataon the physical and chemical soil properties and soilinterpretations for engineering, water management, recreation,agronomic, woodland, range, and wildlife uses of the soil.The National Soil Information System database contains staticmetadata. It documents the data structure and includes suchinformation as what tables, columns, indexes, and relationshipsare defined as well as a variety of attributes of each of thesedatabase objects.  Attributes include table and columndescriptions and detailed domain information.The National Soil Information System database also contains adistribution metadata. It records the criteria used for selectingmap units and components for inclusion in the set of distributeddata.Special features are described in the feature table.  It includes afeature label, feature name, and feature description for eachspecial and ad hoc feature in the survey area."|"41361iso191102015-12-15T17:58:072015-12-15T18:05:53n0d75209c-d4d2-4a9f-8df3-f24e35e346306ce76b2c-6796-4fbb-ab00-5debf4a93a21n200truetruetruetruetruetrueKaren-1http://45.55.225.162null/srv/enfalsefeatureCatalogue"|
"iso19110"|"02a76108-2eb4-49f7-a644-331d003a0366"|"2606"|"Feature Catalog for Permanently Preserved Agricultural Lands: Maryland, 2014"|"Maryland; MDP; MALPF; Agriculture; WMS; Rural Legacy; WFS; Maryland Department of Planning; easement; MET; Vector; preservation; AGRL; conservation; Dynamic; protected lands; MD iMAP; MD"|"2606iso191102015-12-09T13:17:452016-01-11T12:32:12n8646bbee-8a9b-47b8-8f9f-4b495adfb4c902a76108-2eb4-49f7-a644-331d003a0366n000truetruetruetruetruetrueKarenxsd00http://45.55.225.162null/srv/enfalsefeatureCatalogue"|
