schema,uuid,id,gmd:title,gmd:MD_Metadata,originator,publisher,keywords_theme,link_no_protocol,keywords_place,link_information,link_download,link_service_esri,link_invalid_protocol,link_service_wms
iso19139,344d112c-0174-41a2-8f58-71a5a2f80ed7,13214,Susquehanna Shale Hills CZO - Observatory Terrestrial Laser Scan,"Terrestrial laser mapping (TLM) of the SSHO was conducted in March, 2010 to provide centimeter scale spatial data of the watershed. Motivation for this high resolution scanning includes characterization of micro-topographic features, primary among which are tree throw pit and mound pairs. This file is a comma delimited text file containing x, y, and z spatial data collected during the TLM effort. This point cloud data produce a centimeter scale DEM of the western 1/3 of the SSHO watershed.",The Pennsylvania State University,,"Terrestrial laser mapping, high resolution DEM, pit and mound topography###biota###inlandWaters",http://www.czo.psu.edu/data_agreement.html,,,,,,
iso19139,0997b2e9-5085-48cb-bf11-b6bef8694041,9821,Hospices,Pennsylvania hospices from the Department of Health's quality assurance database. Current as of 11/16/06.,Pennsylvania Department of Health,,Hospices###Health,http://www.pasda.psu.edu/,,,,,,
iso19139,373cc7aa-eebd-4332-8b06-ab4f94b94296,14773,Allegheny County - Street Centerlines,"This dataset contains street centerlines for vehicular and foot traffic in Allegheny County. Street Centerlines are classified as Primary Road, Secondary Road, Unpaved Road, Limited Access Road, Connecting Road, Jeep Trail, Walkway, Stairway, Alleyway and Unknown. Modified by GDR for the Allegheny County CAD project, October 2008. Data is updated by County staff as changes and corrections are found, on a continuous basis. Updates are sent to PASDA monthly.","Allegheny County Division of Computer Services Geographic Information Systems Group; Modified by GDR for the Allegheny County CAD project, October 2008.",,transportation###STREET CENTERLINE,http://www.pasda.psu.edu/,,,,,,
iso19139,a84955d9-8d30-414d-af6f-a267b10c8501,12383,Coal Mining Operations,"Represents the Primary Facility type Coal Mining Operation (CMO) point features. A Coal Mining Operation is a DEP primary facility type related to the Mining Program. The sub-facility types related to Coal Mining Operations that are included are:_____Deep Mine Underground mining of coal. Includes, but is not limited to, portal, tunnel, slope, and drift mines. Discharge Point Discharge of water from an area as a result of coal mining activities. Mineral Preparation Plant Facility at which coal is cleaned and processed. NPDES Discharge Point is an effluent discharge at a coal mine operation permitted under the National Pollutant Discharge Elimination System. Post Mining Treatment Post-mining discharges are groundwater seeps and flows that occur after a mine has been completed and reclaimed. Many of these discharges have become contaminated by contacting acid producing rock in the mine environment. Untreated discharges that enter clean streams cause acidification, which immediately kills much of the aquatic life. Coal mines that are predicted to have discharges are not permitted; however, coal mining operators are required to treat post-mining discharges in cases where the predictions do not come true. Through advances in predictive science, less than 2 percent of the permits issued today result in a post-mining discharge. New technologies, including alkaline addition and special handling of acid producing material, are being studied in order to help address the remaining 2 percent. Refuse Disposal Facility An area used for disposal or storage of waste coal, rock, shale, slate, clay, and other coal mining related materials. Refuse Reprocessing Facility at which coal is extracted from waste coal, rock, shale, slate, clay, and other coal mining related material, i.e., coal refuse. Surface Mine Surface mining of coal by removing material which lies above the coal seam. Includes, but is not limited to, strip, auger, quarry, dredging, and leaching mines.",Pennsylvania Department of Environmental Protection,Pennsylvania Department of Environmental Protection,"mine, mining, mines, Coal Mining Operation, coal, CMO###NPDES Discharge Point, NPDES, Discharge, Point, Discharge Point, National Pollutant Discharge Elimination System, Pollutant, Elimination System###environment",http://www.pasda.psu.edu,Pennsylvania,,,,,
iso19139,895a818a-b3b3-463e-a89c-dd80030b4212,11794,Digitized Mined Areas,"Coal mining has occurred in Pennsylvania for over a century. The maps to these coal mines are stored at many various public and private locations (if they still exist at all) throughout the commonwealth. This dataset tries to identify the Mined Out Areas of the various coal seams in Pennsylvania. This information can be used for many environmental related issues, including mine land reclamation and determination of needs for Mine Subsidence Insurance. The information in this dataset was gathered from mine maps at these various locations so that the data can be readily available to environmental professionals.","Pennsylvania Department of Environmental Protection, Bureau of District Mining Operations","Pennsylvania Department of Environmental Protection, Bureau of District Mining Operations","Digitized Mined Areas###Waynesburg coal seam###coal resources###Middle Kittanning coal seam###Lower Kittanning coal seam###Upper Kittanning coal seam###economy###coal mine, bituminous###Lower Freeport coal seam###Upper Freeport coal seam###undermined###Clarion coal seam###active mine###Redstone coal seam###abandoned mine###Pittsburgh coal seam###Sewickley coal seam###Brookville coal seam",http://www.pasda.psu.edu/,Pennsylvania,,,,,
iso19139,d0a3a457-d6c4-4334-99ef-9c5feabf9260,11334,"Soil Survey Geographic (SSURGO) database for Columbia County, New York","This data set is a digital soil survey and generally is the most detailed level of soil geographic data developed by the National Cooperative Soil Survey. The information was prepared by digitizing maps, by compiling information onto a planimetric correct base and digitizing, or by revising digitized maps using remotely sensed and other information. This data set consists of georeferenced digital map data and computerized attribute data. The map data are in a soil survey area extent format and include a detailed, field verified inventory of soils and miscellaneous areas that normally occur in a repeatable pattern on the landscape and that can be cartographically shown at the scale mapped. A special soil features layer (point and line features) is optional. This layer displays the location of features too small to delineate at the mapping scale, but they are large enough and contrasting enough to significantly influence use and management. The soil map units are linked to attributes in the National Soil Information System relational database, which gives the proportionate extent of the component soils and their properties.","U.S. Department of Agriculture, Natural Resources Conservation Service","U.S. Department of Agriculture, Natural Resources Conservation Service",SSURGO###soil survey###Soil Survey Geographic###soils,,Hillsdale Quadrangle###Millerton Quadrangle###Copake Quadrangle###State Line Quadrangle###Hancock Quadrangle###Hudson North Quadrangle###Bash Bish Falls Quadrangle###Stephentown Center Quadrangle###Egremont Quadrangle###Canaan Quadrangle###Stottville Quadrangle###Claverack Quadrangle###Chatham Quadrangle###Columbia County###Cementon Quadrangle###Ravena Quadrangle###Pittsfield West Quadrangle###Clermont Quadrangle###Hudson South Quadrangle###New York###Pine Plains Quadrangle###Saugerties Quadrangle###Kinderhook Quadrangle###Ancram Quadrangle###East Chatham Quadrangle,,,,,
iso19139,5fec4b0c-c240-49fd-ab47-b737c5ea7725,11273,CFF/EETT Evaluation Project - Fall 2009 CFF Observation,"The goal of the CFF/EETT Evaluation Project is to collect and share data describing changes in the factors that are hypothesized to enhance student performance by improving achievement on standardized examinations and promoting student engagement and the development of 21st Century knowledges and skills. This information has been used to steer the program's implementation, hence increasing the probability that the program will be successful and sustainable. The protocol and research questions for the Classrooms for the Future/21st Century Teaching and Learning with Technology (CFF) evaluation were developed in collaboration with the Pennsylvania Department of Education (PDE) prior to the implementation of the program in the 2006-2007 academic year. The CFF/EETT Evaluation Project's scope has included the monitoring of the changes taking place in the 453 participating school districts in the CFF program among 9996 participating teaching in 2011. The CFF program has achieved success on the measures that were established to evaluate its implementation and impact. Despite numerous challenges and setbacks (including funding cuts), this reform agenda has continued through professional development activities in the districts (2007 - 2011). Understanding the adoption, diffusion of the reform's message, related implementation practices, and results of the CFF program will help Penn State, PDE, and key stakeholders to interpret the trends that have occurred after implementing the reform initiative. With minor revisions, this CFF evaluation has been adapted to changing contexts and new populations of participating schools. In many respects a continuation of the CFF model, the 2009 - 2010 Pennsylvania Title IID program (EETT) implements the same model of school reform based on changes in teaching practices in technology intensive classrooms. This program encompasses grades 5-12 in a variety of subject areas in low income and low achieving school districts throughout the state and was frequently used by CFF districts to expand this high school reform model into the middle and elementary grades. For more information on the EETT component of the evaluation please click here for a press release about the EETT Evaluation. If you are a researcher or education professional and have questions about the data, our evaluation efforts with the 2010-2011 EETT initiative, or the CFF/EETT Evaluation Projects conclusions about the CFF and EETT programs please contact Robin Clausen at rlc237@psu.edu or 814-574-7722. Sponsor - Pennsylvania Department of Education Partners - Casenex, Metiri Group, Survey Research Center (Penn State University)",Dr. Rose Baker (2011 - 2012)###Robin Clausen (2007 - 2012)###Dr. Kyle Peck (2006 - 2011)###The Pennsylvania State University,,society,,,,,,,
iso19139,4c694b4b-fb83-4c28-80d7-245e767f56ed,10114,Vegetation Spatial Database Coverage for the Voyageurs National Park Vegetation Mapping Project,"The vegetation spatial database coverage is of Voyageurs National Park and extended environs, covering 156,886 hectares (387,674 acres). Voyageurs National Park comprises 88,244 hectares (218,055 acres) of the total coverage area (56%). Almost 33,000 polygons make up the coverage, each with map unit description and physiognomic attribute information. The database provides crosswalk information to all USNVC floristic and physiognomic levels and several other classification systems (ecological groups/subgroups, Minnesota communities, NW Ontario forest and wetland ecosystems, USGS land use/land cover). A total of 50 USNVC associations make up the vegetation at Voyageurs National Park and environs. With all vegetation types, land use classes, and park specific categories combined, a total of 67 map units define the ground features within the project area. Applicable physiognomic modifiers define each vegetation map unit in more detail about the vegetation structure within a polygon (density, pattern, height, dominance). The spatial database was produced from the interpretation of fall 1995 and 1996 1:15,840-scale color infrared (CIR) aerial photographs. The interpreted data were transferred and automated using base maps produced from USGS digital orthophoto quadrangles (DOQ's) or using Ontario Basic Mapping Series (OBM) topographic maps. About 92% of the spatial coverage is produced using the DOQ-based maps. The finished spatial database is a single seamless coverage. The estimated overall thematic accuracy for vegetation map units is 82.4%.","U.S. Geological Survey, Upper Midwest Environmental Sciences Center, 2630 Fanta Reed Road, La Crosse, Wisconsin 54603","U.S. Geological Survey, Center for Biological Informatics",USNVC###Vegetation Map###National Park###US National Vegetation Classification###Digital Spatial Database###Vegetation,http://biology.usgs.gov/npsveg/ftp/vegmapping/voya/voyabdy.exe###http://biology.usgs.gov/npsveg/ftp/vegmapping/voya/voyasdts.exe###http://biology.usgs.gov/npsveg/ftp/vegmapping/voya/voya.exe###http://biology.usgs.gov/npsveg/voya/images/vegmap_large.jpg###http://biology.usgs.gov/npsveg/ftp/vegmapping/voya/voyabdysdts.exe###http://biology.usgs.gov/npsveg/voya/images/voyaveg.jpg,Canada###Ontario###Voyageurs National Park###Minnesota###USA,,,,,
iso19139,7ed9c960-f26b-4d95-933e-a21e781301ec,14314,Digitized Mined Areas,"Coal mining has occurred in Pennsylvania for over a century. The maps to these coal mines are stored at many various public and private locations (if they still exist at all) throughout the commonwealth. This dataset tries to identify the Mined Out Areas of the various coal seams in Pennsylvania. This information can be used for many environmental related issues, including mine land reclamation and determination of needs for Mine Subsidence Insurance. The information in this dataset was gathered from mine maps at these various locations so that the data can be readily available to environmental professionals.","Pennsylvania Department of Environmental Protection, Bureau of District Mining Operations","Pennsylvania Department of Environmental Protection, Bureau of District Mining Operations","Digitized Mined Areas###Waynesburg coal seam###coal resources###Middle Kittanning coal seam###Lower Kittanning coal seam###Upper Kittanning coal seam###economy###coal mine, bituminous###Lower Freeport coal seam###Upper Freeport coal seam###undermined###Clarion coal seam###active mine###Redstone coal seam###abandoned mine###Pittsburgh coal seam###Sewickley coal seam###Brookville coal seam",http://www.pasda.psu.edu/,Pennsylvania,,,,,
iso19139,7e421e37-8cfb-4be5-abc5-4bb8cffd02cc,14424,Allegheny County Parcels,Boundary outlines of individual properties in Allegheny County.,Allegheny County Division of Computer Services Geographic Information Systems Group,,planning Cadastre###economy###boundaries,http://www.pasda.psu.edu,Southwest PA###PA###McKeesport###Allegheny County###Clairton###Pittsburgh###Duquesne,,,,,
iso19139,71e60eed-9a55-4b3e-b8cf-3dd13bee4e19,14481,Allegheny County Wooded Areas 2011,Stands of trees (coniferous and deciduous) too numerous to plot as individual trees. The area is delineated following a generalized line along the outside edge of tree trunks. Areas are captured if at least one acre in size or of major significance especially in urban areas.,Allegheny County Division of Computer Services Geographic Information Systems Group,Allegheny County Division of Computer Services Geographic Information Systems Group,biota###environment,http://www.pasda.psu.edu,,,,,,
iso19139,0cdd380d-6683-4d9a-a54c-8d78360cc597,9797,Chester County School district boundaries,"This polygon layer represents School District boundaries in Chester County There is also information pretaining to surrounding counties that share the same school district boundary, within the attribute table.",GIS Consortium,GIS Consortium,School###Educational Facilities###Structure###Chester County School Districts###Boundaries,http://www.pasda.psu.edu,Chester County,,,,,
iso19139,5e893f4d-75cd-4f80-babf-7a26f9503e14,9607,"Soil Survey Geographic (SSURGO) database for Adams County, Pennsylvania","This data set is a digital soil survey and generally is the most detailed level of soil geographic data developed by the National Cooperative Soil Survey. The information was prepared by digitizing maps, by compiling information onto a planimetric correct base and digitizing, or by revising digitized maps using remotely sensed and other information. This data set consists of georeferenced digital map data and computerized attribute data. The map data are in a soil survey area extent format and include a detailed, field verified inventory of soils and nonsoil areas that normally occur in a repeatable pattern on the landscape and that can be cartographically shown at the scale mapped. A special soil features layer (point and line features) is optional. This layer displays the location of features too small to delineate at the mapping scale, but they are large enough and contrasting enough to significantly influence use and management. The soil map units are linked to attributes in the National Soil Information System relational database, which gives the proportionate extent of the component soils and their properties.","U.S. Department of Agriculture, Natural Resources Conservation Service","U.S. Department of Agriculture, Natural Resources Conservation Service",SSURGO###geoscientificInformation###soils###soil survey###Soil Survey Geographic,ftp://www.pasda.psu.edu/pub/pasda/soils/###http://SoilDataMart.nrcs.usda.gov/,Fairfield Quadrangle###McSherrystown Quadrangle###Mount Holly Springs Quadrangle###Taneytown Quadrangle###Biglerville Quadrangle###Gettysburg Quadrangle###Hanover Quadrangle###Abbottstown Quadrangle###Hampton Quadrangle###Manchester Quadrangle###Arendtsville Quadrangle###Iron Springs Quadrangle###Emmitsburg Quadrangle###Dickinson Quadrangle###Blue Ridge Summit Quadrangle###Littlestown Quadrangle###Dillsburg Quadrangle###Caledonia Park Quadrangle###Adams County###Pennsylvania,,,,,
iso19139,68acc8d2-c427-498f-8cdb-767727af9d99,15187,Allegheny County Imagery 2013 - Tile Index,"Tile Index - Orthophotos of Allegheny County, Pennsylvania - An orthoimage is remotely sensed image data that has been positionally corrected for camera lens distortion, vertical displacement and variations in aircraft altitude and orientation. Orthoimagery combines the image characteristics of a photograph with the geometric qualities of a map.",Allegheny County Division of Computer Services Geographic Information Systems Group,,digital image map###rectified photograph###orthophoto###aerial photograph###imageryBaseMapsEarthCover###digital orthophoto###rectified image,http://www.pasda.psu.edu,Pennsylvania###Allegheny County###Pittsburgh,,,,,
iso19139,0ec8cb6b-3085-43e1-977b-47187336399e,11078,Captive Hazardous Waste Operations,"A Captive Hazardous Waste Operation is a DEP primary facility type related to the Waste Management Hazardous Waste Program. The sub-facility types related to Captive Hazardous Waste Operations that are included in eMapPA are: Boiler/Industrial Furnace, Disposal Facility, Hazardous Generator, Incinerator, Recycling Facility, Storage Facility, and Treatment Facility._______Captive Hazardous Waste Operation Sub-Facility Types Boiler or Industrial Furnace: Facility permitted by DEP to burn or process hazardous waste generated onsite, to recover thermal energy, or to accomplish recovery of materials in association with a manufacturing process. Disposal Facility: Facility permitted by DEP to dispose of hazardous waste generated onsite by incineration, or by intentionally placing the waste in or on land or water in specially designed and constructed containment units where the waste will remain after closure of the facility. Hazardous Generator: A site where hazardous waste is first produced. The hazardous waste may be accumulated onsite at this facility for a prescribed limited amount of time (usually between 90 and 270 days) without first obtaining a storage permit from the Department, as long as it is done in accordance with prescribed standards. Incinerator: Facility permitted by DEP to burn or thermally combust hazardous waste generated onsite in an enclosed device using controlled flame. Devices meeting the criteria for classification as a boiler, industrial furnace, carbon regeneration unit, or sludge dryer are not incinerators. Recycling Facility: Facility permitted by DEP to treat hazardous waste generated onsite, making it suitable for upcoming recovery of a usable product or material. Storage Facility: Facility permitted by DEP to hold hazardous waste generated onsite for a temporary period (not to exceed one year). At the end of that period the hazardous waste is treated, disposed of, or stored elsewhere. Facilities accumulating hazardous wastes generated onsite in accordance with prescribed generator accumulation standards for a prescribed limited amount of time (usually between 90 and 270 days) are NOT storage facilities. Treatment Facility: Facility permitted by DEP to change the physical, chemical or biological character or composition of hazardous waste that is generated onsite. The purpose is to neutralize the waste or to render the waste non-hazardous, safer for transport, suitable for recovery, suitable for storage, or reduced in volume.",Pennsylvania Department of Environmental Protection,Pennsylvania Department of Environmental Protection,"environment###efacts, waste, hazardous, Captive Hazardous Waste Operation, CAHWO",http://www.pasda.psu.edu,,,,,,
iso19139,95c39221-e058-4fc4-b374-a571c7f42c68,14014,Class A Wild Trout Streams,Class A streams are streams that support a population of wild (natural reproduction) trout of sufficient size and abundance to support a long-term and rewarding sport fishery. The Commission does not stock these streams. This GIS layer respresents the sections of streams that are designated as such.,Pennsylvania Fish and Boat Commission,,Wild Trout###Class A###Biomass###inlandWaters,http://www.pasda.psu.edu,Pennsylvania,,,,,
iso19139,33814409-4c9a-4dd4-becd-4ce378cee69b,10153,Allegheny County - Street Centerlines 201509,"This dataset contains street centerlines for vehicular and foot traffic in Allegheny County. Street Centerlines are classified as Primary Road, Secondary Road, Unpaved Road, Limited Access Road, Connecting Road, Jeep Trail, Walkway, Stairway, Alleyway and Unknown. Modified by GDR for the Allegheny County CAD project, October 2008. Data is updated by County staff as changes and corrections are found, on a continuous basis. Updates are sent to PASDA monthly.","Allegheny County Division of Computer Services Geographic Information Systems Group; Modified by GDR for the Allegheny County CAD project, October 2008.",,transportation###STREET CENTERLINE,http://www.pasda.psu.edu/,,,,,,
iso19139,327535f8-420f-47a3-b157-ee365e05d7ba,13660,"Soil Survey Geographic (SSURGO) database for Clarion County, Pennsylvania","This data set is a digital soil survey and generally is the most detailed level of soil geographic data developed by the National Cooperative Soil Survey. The information was prepared by digitizing maps, by compiling information onto a planimetric correct base and digitizing, or by revising digitized maps using remotely sensed and other information. This data set consists of georeferenced digital map data and computerized attribute data. The map data are in a soil survey area extent format and include a detailed, field verified inventory of soils and miscellaneous areas that normally occur in a repeatable pattern on the landscape and that can be cartographically shown at the scale mapped. A special soil features layer (point and line features) is optional. This layer displays the location of features too small to delineate at the mapping scale, but they are large enough and contrasting enough to significantly influence use and management. The soil map units are linked to attributes in the National Soil Information System relational database, which gives the proportionate extent of the component soils and their properties.","U.S. Department of Agriculture, Natural Resources Conservation Service","U.S. Department of Agriculture, Natural Resources Conservation Service",soil survey###soils###Soil Survey Geographic###SSURGO,,Knox Quadrangle###Corsica Quadrangle###Cranberry Quadrangle###Templeton Quadrangle###New Bethlehem Quadrangle###Clarion Quadrangle###Clarion County###Tylersburg Mills Quadrangle###East Brady Quadrangle###Tionesta Quadrangle###Lucinda Quadrangle###Sligo Quadrangle###Pennsylvania###Fryburg Quadrangle###Kossuth Quadrangle###Emlenton Quadrangle###Rimersburg Quadrangle###Cooksburg Quadrangle###Parker Quadrangle###Strattanville Quadrangle###Marienville West Quadrangle###Distant Quadrangle###Summerville Quadrangle,,,,,
iso19139,bc7ef98a-b5b6-4350-8f59-8ca5d4e49334,13516,Captive Hazardous Waste Operations,"A Captive Hazardous Waste Operation is a DEP primary facility type related to the Waste Management Hazardous Waste Program. The sub-facility types related to Captive Hazardous Waste Operations that are included in eMapPA are: Boiler/Industrial Furnace, Disposal Facility, Hazardous Generator, Incinerator, Recycling Facility, Storage Facility, and Treatment Facility._______Captive Hazardous Waste Operation Sub-Facility Types Boiler or Industrial Furnace: Facility permitted by DEP to burn or process hazardous waste generated onsite, to recover thermal energy, or to accomplish recovery of materials in association with a manufacturing process. Disposal Facility: Facility permitted by DEP to dispose of hazardous waste generated onsite by incineration, or by intentionally placing the waste in or on land or water in specially designed and constructed containment units where the waste will remain after closure of the facility. Hazardous Generator: A site where hazardous waste is first produced. The hazardous waste may be accumulated onsite at this facility for a prescribed limited amount of time (usually between 90 and 270 days) without first obtaining a storage permit from the Department, as long as it is done in accordance with prescribed standards. Incinerator: Facility permitted by DEP to burn or thermally combust hazardous waste generated onsite in an enclosed device using controlled flame. Devices meeting the criteria for classification as a boiler, industrial furnace, carbon regeneration unit, or sludge dryer are not incinerators. Recycling Facility: Facility permitted by DEP to treat hazardous waste generated onsite, making it suitable for upcoming recovery of a usable product or material. Storage Facility: Facility permitted by DEP to hold hazardous waste generated onsite for a temporary period (not to exceed one year). At the end of that period the hazardous waste is treated, disposed of, or stored elsewhere. Facilities accumulating hazardous wastes generated onsite in accordance with prescribed generator accumulation standards for a prescribed limited amount of time (usually between 90 and 270 days) are NOT storage facilities. Treatment Facility: Facility permitted by DEP to change the physical, chemical or biological character or composition of hazardous waste that is generated onsite. The purpose is to neutralize the waste or to render the waste non-hazardous, safer for transport, suitable for recovery, suitable for storage, or reduced in volume.",Pennsylvania Department of Environmental Protection,Pennsylvania Department of Environmental Protection,"efacts, waste, hazardous, Captive Hazardous Waste Operation, CAHWO###environment",http://www.pasda.psu.edu,,,,,,
iso19139,9e492181-7066-47bb-833a-b2f40de45fc2,9874,DCNR - Lopez Quad Surface Geology,"The Lopez 1:24,000-scale detailed reconnaissance surficial geology map (map of unconsolidated materials overlying consolidated bedrock) was produced in four phases. In the first phase, a preliminary surficial deposit map was made using soil mapping (Grubb, 1986), surficial deposit mapping (Denny and Lyford, 1963), bedrock mapping (Sherwood and Platt, 1880; Sevon, 1977), and landform analysis using the 1:24,000-scale topographic map and aerial photographs. In the second phase, the preliminary surficial deposit map was verified and/or corrected during twenty person-days or so of field work. Two undergraduate geologic field assistants, Stephanie Jones and Christopher Guise, were responsible for much of the field mapping. Christopher Guise was responsible for most of southern two-thirds of the map that lies south of Loyalsock Creek, an area largely occupied by State Gamelands. Stephanie Jones was responsible for most of the northern one-third of the map, the area lying north of Loyalsock Creek. Duane Braun, surficial geology mapper, spot checked the work of the field assistants across the entire map and directly mapped the eastern end of the Bernice Coal Basin and the southwestern corner of the map within the Painter Den hunting club lands. In the third phase, the field verified/corrected preliminary surficial geology map was finalized, drafted onto three mylar overlays (contacts, isochores, and labels - rock outcrops), and had a text added by Duane Braun. In the fourth phase, the mylar overlays were scanned, digitized, and produced in Adobe PDF and ArcGIS formats by Pennsylvania Geologic Survey personnel. The distribution and type of units on the preliminary surficial geology map is primarily a combined parent material and topographic position classification of the soil survey map units. The classification of all soil series by surficial deposit map unit is given in Table 1. Many soil series are common to more than one surficial deposit type. The landform of a specific area is used to decide which surficial deposit type the soil series is most likely related to at that site on the preliminary surficial geology map. The soil series boundaries are manually transferred from the 1:20,000-scale soil survey maps to the 1:24,000-scale topographic map. During the field verification and correction phase many contacts are moved to reflect conditions directly observed in the field. Positions of the boundary lines are estimated by eye using natural and human features that are identifiable on both the soil survey aerial photographs and the topographic map. At some sites a GPS unit was used to better local a contact or feature. Expectable line location error is on the order of 50 to 100 feet on the ground where there are distinct features to guide line placement. Where boundaries cross large featureless areas of forest, line placement error is in the range of 100 feet and occasionally as much as 200 feet on the ground.","Dr. Duane D. Braun - Bloomsburg University of Pennsylvania, Bloomsburg, Pennsylvania",,Sandstone and Shale Bedrock###Allivial Fan###Till###Wetland###reclaimed coal strip mine###Wisconsinan###lake###Wisconsinan Till Moraine###Wisconsinan Bouldery Till###Wisconsinan Till###fill###Coal Breaker Waste Dump###Alluvial Terrace###Surficial Geology###Glacial###rock quarry pit###Peat###Alluvium###surface mine for coal###Geology###Wisconsinan Ice-Contact Stratified Drift###geoscientificinformation,http://www.pasda.psu.edu/,Pennsylvania###Wyoming County###Sullivan County###Lopez###Luzerne County,,,,,
iso19139,711acd28-76bc-4aae-8a6a-f628eea912f2,10341,Industrial parks - SPC region,"Industrial areas were identified from municipal, site, or property maps, verified with aerial photographs, drafted on 7.5 minute topographic quadrangle maps, and digitized into SPC's GIS. This information is supplemented and updated by data collected by SPC",Southwestern Pennsylvania Commission (SPC),SPC,manufacturing###office###industrial###industrial sites###society###business,http://www.spcregion.org/,Pittsburgh Area###Washington County###Westmoreland County###Butler County###Beaver County###Allegheny County###Southwest Pennsylvania###Metropolitan Planning Organization###Armstrong County,,,,,
iso19139,2cc6f7e2-241c-4274-8d17-1923caf062af,12371,AML Polygons Feature,"This data set portrays the approximate location of Abandoned Mine Land Problem Areas containing public health, safety, and public welfare problems created by past coal mining. It is a subset of data contained in the Office of Surface Mining (OSM) Abandoned Mine Land Inventory. This layer identifies AML Polygons representing specific areas to large to be represented by points within the entire, AML Inventory Site, examples include AML dangerous highwalls.",Pennsylvania Department of Environmental Protection,Pennsylvania Department of Environmental Protection,Abandoned###polygon###Abandoned Mine Land Inventory###Coal###Safety###Coal mining###Problem Areas###Inventory###AML###Public health###Land###Coal mine related problem###Geoscientific Information###mining###economy###Reclamation###polygons###Mines###Mine###Public Welfare,http://www.pasda.psu.edu,Pennsylvania,,,,,
iso19139,eb705586-a6ad-4156-99a3-8dd8d4345ded,12001,Approved Trout Waters (Flowing Waters),"Many streams, lakes, ponds, and reservoirs are officially classified as ""approved trout waters."" This means that these waters contain significant portions that are open to public fishing and are stocked with trout. The waters in this layer are flowing waters (not lakes) classified as ""approved trout waters"" and these are open to trout harvest during the ""extended season"" (see Commonwealth Inland Waters). Unlisted tributary streams (those not included in this list of ""approved trout waters"") are not open to harvest of trout during the ""extended season."" Only approved trout waters and all waters downstream of approved trout waters are open during this period. Spearing fish is not permitted in any of these waters at any time of the year. These waters are closed to all fishing (including taking of minnows) from March 1 to 8 a.m. on the opening day of the trout season. Some of these waters have been included in the Early Season Trout-Stocked Waters Program and are open from March 1 through March 31. A person shall be deemed to be fishing if he or she has in possession any fishing line, rod, or other device that can be used for fishing while on or in any water or on the banks within 25 feet of any water where fishing is prohibited. Check with the nearest Fish & Boat Commission office if there is any question about whether or not a water area is ""approved."" This layer is current through the new fishing regulations released December of 2006 for the 2007 fishing season.",Pennsylvania Fish and Boat Commission,,Stocking###inlandWaters###Approved Trout Waters###Trout,http://www.pasda.psu.edu/,Pennsylvania,,,,,
iso19139,2fde5a76-a0e2-4b92-ac60-56c57f2f05f3,11839,Air Emission Plants,"Represents the Primary Facility type Air Emission Plant (AEP) point features. Air Emissions Plant is a DEP primary facility type related to the Air Quality Program. The sub-facility types related to the Air Emissions Plant that are included are: Air Pollution Control Device, Combustion Unit, Fuel Material Location, General Administrative Location, Incinerator, Point of Air Emission, and Process. Air Pollution Control Device: Facility that removes one or more pollutants from an exhaust stream. Examples include a baghouse or wet scrubber. Combustion Unit: Facility that burns coal, oil, or natural gas. Combustion units are used to produce either electricity, steam, hot gases, or some combination of these. Examples include a utility boiler or gas turbine. Fuel Material Location: Facility for storage of fuels shared by multiple combustion units, incinerators, or processes. Examples include oil storage tanks and larger natural gas supply lines. General Administrative Location: An administrative location is created automatically for every new air emission plant primary facility. It is used for locational data to represent the entire primary facility, instead of assigning lat/longs to each sub-facility. The General Administrative Location sub-facility may be obsolete in the future, once eFACTS allows locations at the primary level. Incinerator: Facility that destroys solid waste products using a variety of fuels. Examples include municipal waste incinerators and hospital infectious waste incinerators. Point of Air Emission: Exact location or structure from which all other air emission plant sub-facilities exhaust their emissions. Examples may include a steel or masonry smokestack; however, a point of air emission may also represent fugitive emissions that escaped from other points of a facility. Process: Facility that produces or modifies a product, and creates an air emission from either the materials used or a fuel consumed. Examples include coating lines or cement kilns. Continuous Emission Monitoring Point: Devices attached to smokestacks that monitor specific pollutants, i.e. sulfur dioxide, nitrogen oxides, etc.",Pennsylvania Department of Environmental Protection,Pennsylvania Department of Environmental Protection,"environment###efacts, AEP, Air Emission Plant, Air",http://www.pasda.psu.edu/,Pennsylvania,,,,,
iso19139,1e8adca1-b15d-46e8-9e9d-ccfe7398a339,11829,CAF - Aquatic Wetlands NWI,"This raster dataset has been created using the National Wetlands Inventory originated by the US Fish & Wildlife Service. Conservation values were determined by SmartConservationTM methodology developed by Natural Lands Trust using the attribute field ""Attribute"" as follows: Old Values New Values AB 2 AB/FO 5 AB/UB 2 EM 10 EM/AB 10 EM/FO 9 EM/SS 10 EM/UB 10 FO 8 FO/AB 7 FO/EM 9 FO/SS 9 FO/UB 8 SS 10 SS/AB 8 SS/EM 10 SS/FO 9 SS/UB 7 UB 1 UB/AB 3 UB/EM 6 UB/FO 5 UB/SS 7 US 2 Conservation values were determined by experts gathered by Natural Lands Trust through SmartConservation. This data set is one of several that have been combined to create an overall aquatic resources conservation value raster for the Central Appalachian Forest Ecoregion. Therefore the values were determined as a relative rank, comparable in value only to the other input aquatic resources data. Conservation value ranges from 1 - 10 with 10 being the highest value.",Natural Lands Trust,,SmartConservation###National Wetlands Inventory###wetlands###Aquatic Resources###Central Appalachian Forest,http://www.natlands.org###http://www.pasda.psu.edu,Pennsylvania###Central Appalachian Forest,,,,,
