"schema","uuid","id","gmd:title","gmd:MD_Metadata","originator","publisher","keywords_theme","link_no_protocol","keywords_place","link_information","link_download","link_service_esri","link_invalid_protocol","link_service_wms"
"iso19139","b0a9c424-fbb4-4d3a-90a4-f9a931f54520","14770","Soil Survey Geographic (SSURGO) database for Jefferson County, Ohio","This data set is a digital soil survey and generally is the most detailed level of soil geographic data developed by the National Cooperative Soil Survey. The information was prepared by digitizing maps, by compiling information onto a planimetric correct base and digitizing, or by revising digitized maps using remotely sensed and other information. This data set consists of georeferenced digital map data and computerized attribute data. The map data are in a soil survey area extent format and include a detailed, field verified inventory of soils and miscellaneous areas that normally occur in a repeatable pattern on the landscape and that can be cartographically shown at the scale mapped. A special soil features layer (point and line features) is optional. This layer displays the location of features too small to delineate at the mapping scale, but they are large enough and contrasting enough to significantly influence use and management. The soil map units are linked to attributes in the National Soil Information System relational database, which gives the proportionate extent of the component soils and their properties.","U.S. Department of Agriculture, Natural Resources Conservation Service","U.S. Department of Agriculture, Natural Resources Conservation Service","SSURGO###soil survey###Soil Survey Geographic###soils","","Harrisville NE Quadrangle###Bergholz SE Quadrangle###Wellsville SE Quadrangle###Tiltonsville NW Quadrangle###Dillonvale SW Quadrangle###Dillonvale NE Quadrangle###Richmond SW Quadrangle###Cadiz SE Quadrangle###Smithfield NW Quadrangle###Wellsville NW Quadrangle###Steubenville East SW Quadrangle###Salineville SE Quadrangle###East Liverpool South SW Quadrangle###Tiltonsville SW Quadrangle###Knoxville SW Quadrangle###Knoxville SE Quadrangle###Jefferson County###Ohio###Smithfield SW Quadrangle###Amsterdam SE Quadrangle###Steubenville West SW Quadrangle###Smithfield SE Quadrangle###Amsterdam NW Quadrangle###Steubenville East NW Quadrangle###Wellsville SW Quadrangle###Steubenville West NW Quadrangle###Weirton NW Quadrangle###Salineville NE Quadrangle###Tiltonsville SE Quadrangle###Amsterdam NE Quadrangle###Steubenville West SE Quadrangle###Smithfield NE Quadrangle###Tiltonsville NE Quadrangle###Knoxville NE Quadrangle###Knoxville NW Quadrangle###Weirton SW Quadrangle###Steubenville West NE Quadrangle###Dillonvale SE Quadrangle###Harrisville SE Quadrangle###Salineville NW Quadrangle###Wellsville NE Quadrangle###Richmond NE Quadrangle###Salineville SW Quadrangle###Richmond NW Quadrangle###Amsterdam SW Quadrangle###Richmond SE Quadrangle###Dillonvale NW Quadrangle","","","","","",
"iso19139","2f0d9c88-cec6-4dcf-abec-75e63c5e7cd1","10809","Soil Survey Geographic (SSURGO) database for Floyd County, Virginia","This data set is a digital soil survey and generally is the most detailed level of soil geographic data developed by the National Cooperative Soil Survey. The information was prepared by digitizing maps, by compiling information onto a planimetric correct base and digitizing, or by revising digitized maps using remotely sensed and other information. This data set consists of georeferenced digital map data and computerized attribute data. The map data are in a soil survey area extent format and include a detailed, field verified inventory of soils and miscellaneous areas that normally occur in a repeatable pattern on the landscape and that can be cartographically shown at the scale mapped. A special soil features layer (point and line features) is optional. This layer displays the location of features too small to delineate at the mapping scale, but they are large enough and contrasting enough to significantly influence use and management. The soil map units are linked to attributes in the National Soil Information System relational database, which gives the proportionate extent of the component soils and their properties.","U.S. Department of Agriculture, Natural Resources Conservation Service","U.S. Department of Agriculture, Natural Resources Conservation Service","SSURGO###soil survey###Soil Survey Geographic###soils","","AlumRidge Quadrangle###Dugspur Quadrangle###Hiwassee Quadrangle###Charity Quadrangle###Check Quadrangle###Floyd Quadrangle###Riner Quadrangle###Pilot Quadrangle###IndianValley Quadrangle###Virginia###Woolwine Quadrangle###Endicott Quadrangle###Callaway Quadrangle###RadfordSouth Quadrangle###MeadowsofDan Quadrangle###Ferrum Quadrangle###Willis Quadrangle","","","","","",
"iso19139","72a248f3-ee21-4ae6-866b-4478fd06611d","12323","Lancaster County urban and village growth boundary polygons 200905","This a county-wide coverage that contains polygons showing the urban and village growth boundaries in the county. Growth boundaries are split along municipal boundaries.","Lancaster County GIS","","village growth boundaries###municipal boundaries###Boundaries###urban growth boundaries","http://www.pasda.psu.edu/","Pennsylvania###Lancaster County","","","","","",
"iso19139","2c8aca16-e5a5-45ad-8768-fab32cfc0502","12997","National Land Cover Database - Land Cover Layer - California, West coast","The National Land Cover Database 2001 land cover layer for mapping zone 03 was produced through a cooperative project conducted by the Multi-Resolution Land Characteristics (MRLC) Consortium. The MRLC Consortium is a partnership of federal agencies (www.mrlc.gov), consisting of the U.S. Geological Survey (USGS), the National Oceanic and Atmospheric Administration (NOAA), the U.S. Environmental Protection Agency (EPA), the U.S. Department of Agriculture (USDA), the U.S. Forest Service (USFS), the National Park Service (NPS), the U.S. Fish and Wildlife Service (FWS), the Bureau of Land Management (BLM) and the USDA Natural Resources Conservation Service (NRCS). One of the primary goals of the project is to generate a current, consistent, seamless, and accurate National Land cover Database (NLCD) circa 2001 for the United States at medium spatial resolution. This landcover map and all documents pertaining to it are considered ""provisional"" until a formal accuracy assessment can be conducted. For a detailed definition and discussion on MRLC and the NLCD 2001 products, refer to Homer et al. (2004) and http://www.mrlc.gov/mrlc2k.asp. The NLCD 2001 is created by partitioning the U.S. into mapping zones. A total of 66 mapping zones were delineated within the conterminous U.S. based on ecoregion and geographical characteristics, edge matching features and the size requirement of Landsat mosaics. Mapping zone 03 encompasses whole or portions of several states, including the states of California. Questions about the NLCD mapping zone 03 can be directed to the NLCD 2001 land cover mapping team at the USGS/EROS, Sioux Falls, SD (605) 594-6151 or mrlc@usgs.gov.","U.S. Geological Survey","U.S. Geological Survey","Land Cover###GIS###U.S. Geological Survey###digital spatial data###USGS###imagery###Base Maps###Earth Cover","http://www.mrlc.gov","United States###U.S.###US###zone 03###US West Coast###California###Coastal Zone###CA","","","","","",
"iso19139","ebf565ee-182c-4ebf-a420-7ce4044c360e","13145","Industrial Minerals Mine Permits 112514","Pennsylvania state law requires those who wish to conduct mining activities within the Commonwealth to apply for permits issued by the Pennsylvania Department of Environmental Protection (DEP). This data set indicates the approximate location of permit area boundaries of active and historical industrial minerals mining operations derived from location maps included with the permit applications submitted by the mine operators. Each polygon represents an area where mineral removal, reclamation, and/or related supporting activities have been authorized to occur.","Pennsylvania Dept. of Environmental Protection, Bureau of Mining and Reclamation (BMR)","Pennsylvania Dept. of Environmental Protection, Bureau of Mining and Reclamation","Geoscientific Information###geology geo geologic geological###mining###minerals###permits","http://www.pasda.psu.edu/","","","","","","",
"iso19139","f59feba9-2919-422f-8ad3-17c9e622b636","10141","High Resolution Land Cover, State College, Pennsylvania","High resolution land cover dataset for State College, Pennsylvania. Seven land cover classes were mapped: (1) tree canopy, (2) grass/shrub, (3) bare earth, (4) water, (5) buildings, (6) roads, and (7) other paved surfaces. The minimum mapping unit for the delineation of features was set at 104 square feet. The primary sources for this land cover layer were 2004 pan-sharpened 1m Ikonos satellite imagery, a normalized Digital Surface Model (nDSM) derived from 2006 LiDAR data, and LiDAR intensity data resulting from the 2006 acquisition. Other sources of data include the City's planimetric GIS database (building footprints and road casing polygons). The land cover classification was performed using automated object-based image analysis (OBIA) techniques in Definiens Developer/eCognition Server. No accuracy assessment was conducted, but the dataset was thoroughly reviewed at a scale of 1:2000. Over 370 corrections were made to the classification.","University of Vermont Spatial Analysis Laboratory","","tree canopy###imageryBaseMapsEarthCover###Land cover###Urban###UTC","http://www.datacommons.psu.edu","State College###Pennsylvania","","","","","",
"iso19139","bffe90d6-4091-4389-bf96-c9ab0c2384a0","10247","Geochemistry - Aqueous and surface sulfate","Aqueous and surface sulfate complexes Method - Gaussian 03 Various methods","The Pennsylvania State University","","geoscientificInformation","","","","","","","",
"iso19139","abde9866-4914-422f-b377-394ff900cff6","11089","Gunnison's Sage Grouse Production Area","GunnSageGrouseProductionArea is an ESRI SDE Feature Class that shows production areas for Gunnison's Sage Grouse (Centrocercus minimus) in Colorado. Production Areas are defined as areas that would include the majority of important Gunnison's Sage Grouse nesting habitat. These are mapped as a four-mile buffer zone around active leks in GunnSageGrouseLeks and clipped to GunnSageGrouseOverallRange. This information was derived from field personnel. A variety of data capture techniques were used including drawing on mylar overlays at 1:50,000 scale USGS county mapsheets and implementation of the SmartBoard Interactive Whiteboard using stand-up, real-time digitizing at various scales (Cowardin, M., M. Flenner. March 2003. Maximizing Mapping Resources. GeoWorld 16(3):32-35).","COLORADO DIVISION OF WILDLIFE","COLORADO DIVISION OF WILDLIFE","Wildlife, Distribution, Colorado, Gunnison Sage Grouse, Production Area###biota","","COLORADO","","","","","",
"iso19139","4569f4ad-3f77-4454-af8a-6bd789377822","9655","FEMA Historic Flood Maps","FEMA Historic Products - Once a FIRM or FIS has been superseded by a new version, it will be categorized as a Historic Product. After they move to this status, these products are no longer official and binding under the NFIP (National Flood Insurance Program). However, Historic Products may serve as valuable reference information and provide a record of an area's changing flood risks over time. They are made available on the Map Service Center for these purposes. Letters of Map Change (LOMC) that were issued to amend Historic Products when they were still effective are also listed here. A LOMC is a formal document that communicates an official modification to an effective Flood Insurance Rate Map (FIRM). LOMCs are issued in place of a physical alteration and re-publication of the map. Regulatory Mapping Products Flood Insurance Rate Map (FIRM) - The official map of a community on which FEMA has delineated both the special hazard areas and the risk premium zones applicable to the community. Full FIRM panels are quite large (36' x 25.875'), so most users will prefer to print out a smaller selected portion called a FIRMette. This can be accomplished by selecting ""View"" once you have located your FIRM or by using the FIRMette - Desktop application. Flood Insurance Study (FIS) - A compilation and presentation of flood risk data for specific watercourses, lakes and coastal flood hazard areas within a community. The FIS report provides a detailed written account of a flood hazard mapping study and its findings. Letters of Map Change (LOMC) - Documents, including different types of Letters of Map Revision (LOMR) and Letters of Map Amendment (LOMA), that are issued by FEMA to revise or amend the flood hazard information shown on the FIRM without requiring the FIRM to be physically revised and republished. In addition, FEMA issues a formal determination letter, called a LOMC Revalidation or LOMC-VALID letter - when one or more previously issued LOMCs are found to still be valid during a new flood mapping study of an area. Revalidation letters are included in the LOMC product results on this site.","Federal Emergency Management Agency","Federal Emergency Management Agency","hydrology###inlandWaters###structure###elevation###environment###transportation###FIRM###Coastal Flooding###Floodway###Special Flood Hazard Area###Base Flood Elevation###CBRS###Coastal Barrier Resources System###SFHA###Flood Insurance Rate Map###FIRM Database###NFIP###Riverine Flooding###FEMA Flood Hazard Zone","http://www.pasda.psu.edu/","Pennsylvania","","","","","",
"iso19139","fff69d03-caac-4273-b663-517a274234a4","14757","Geographic Names Information System (GNIS) for Delaware 2007","The Geographic Names Information System (GNIS), developed by the U.S. Geological Survey in cooperation with the U.S. Board on Geographic Names (BGN), contains information about physical and cultural geographic features in the United States and associated areas, both current and historical, but not including roads and highways. The database also contains geographic names in Antarctica. The database holds the Federally recognized name of each feature and defines the location of the feature by state, county, USGS topographic map, and geographic coordinates. Other feature attributes include names or spellings other than the official name, feature designations, feature class, historical and descriptive information, and for some categories of features the geometric boundaries. The database assigns a unique feature identifier, a random number, that is a key for accessing, integrating, or reconciling GNIS data with other data sets. The GNIS is our Nation's official repository of domestic geographic feature names information.","U.S. Geological Survey","U.S. Geological Survey","Place name###Official feature name###Feature class###Geographic feature###Geographic name###Feature state###Geographical name###Geographical feature###Variant name###society###Feature description###Feature county###Feature designation###Feature name###Feature history###Feature coordinates###Feature location###Feature identification","http://www.pasda.psu.edu/###http://nationalmap.usgs.gov/###http://geonames.usgs.gov/","State###Topographic Map###County###Borough###United States###Territory###Populated Place###District","","","","","",
"iso19139","ef33df87-4dad-4081-aa8c-422bcad4f240","10786","Columbia River Land Margin Ecosystem Research Project Datasets","Land-Margin Ecosystem Research in the Columbia River Estuarine Turbidity Maximum (CRETM) is an interdisciplinary approach to investigating couplings between hydrological, geochemical and ecological processes within estuarine turbidity maxima. General hydrographic profiles indicate the nature of physical, biological, and particle stratification in the water column. From these data, the principle investigators determined depths to sample during pump casts. In addition, profiles of hydrographic and biophysical parameters may be used to explore potential links between or among these parameters and to verify instrument accuracy.","Columbia River Estuarine Turbidity Maximum Land Margin Ecosystem Research Project","Columbia River Land Margin Ecosystem Research Project","LMER###Columbia River Estuarine Turbidity Maximum###ADCP###Acoustic Doppler Current Profiler###CRETM###Land Margins Ecosystems Research Project","","Washington###Columbia River###WA###Oregon###OR","","","","","",
"iso19139","c3b5f57d-9c57-48a6-a129-3eaa6550d229","14686","Ecoregions United States (Omernik) 2005","This map layer shows Omernik's Level III ecoregions, derived from a 1:7,500,000 map created by J.M. Omernik in 1987 and from refinements of Omernik's framework that were made for other projects. Ecoregions describe areas of general similarity in ecosystems and in the type, quality, and quantity of environmental resources. Omernik's ecoregions are based on the premise that a hierarchy of ecological regions can be identified through the analysis of the patterns and the composition of both living and nonliving phenomena, such as geology, physiography, vegetation, climate, soils, land use, wildlife, and hydrology, that affect or reflect differences in ecosystem quality and integrity. All the characteristics are considered when determining ecoregions, but the relative importance of each characteristic may vary from one ecoregion to another. Level III is the most detailed level available nationally for this system of ecoregions.","U.S. Environmental Protection Agency","National Atlas of the United States","Mapping###Omerniks ecoregions###Ecosystem geography###Ecological regions###Ecosystems###Ecoregions###Regional ecology###Biota###Environment","http://nationalatlas.gov/atlasftp.html","Vermont###Minnesota###Maine###Michigan###New Hampshire###North Carolina###Idaho###South Carolina###South Dakota###Wisconsin###Washington###Kansas###Rhode Island###Arkansas###Montana###Wyoming###Utah###Tennessee###Illinois###Colorado###Virginia###Kentucky###Arizona###Louisiana###Connecticut###Mississippi###Maryland###Oregon###Georgia###Massachusetts###Ohio###California###Alaska###Pennsylvania###Missouri###District of Columbia###Nevada###New Mexico###New York###Indiana###Iowa###Florida###Texas###North Dakota###Alabama###Oklahoma###New Jersey###West Virginia###Nebraska###Delaware###United States","","","","","",
"iso19139","baee6ad2-4dc0-4e99-8706-f5944ded8668","12051","Integrated List Non-Attaining","This layer shows only non-attaining segments of the Integrated List. The Streams Integrated List represents stream assessments in an integrated format for the Clean Water Act Section 305(b) reporting and Section 303(d) listing. Streams are bodies of flowing surface water that collectively form a network that drains a catchment or basin. PA DEP protects 4 stream water uses: aquatic life, fish consumption, potable water supply, and recreation. The 305(b) layers represents stream segments that have been evaluated for attainment of those uses. If a stream segment is not attaining any one of its 4 uses, it is considered impaired.  Aquatic Life use attainment - The integrity reflected in any component of the biological community. (i.e. fish or fish food organisms)  Fish Consumption use attainment - The risk posed to people by the consumption of aquatic organisms (ex. fish, shellfish, frogs, turtles, crayfish, etc.)  Recreational use attainment - The risk associated with human recreation activities in or on a water body. (i.e. exposure to bacteria and other disease causing organisms through water contact recreation like swimming or water skiing)  Potable Water Supply use attainment - The risk posed to people by the ingestion of drinking water Segments that have appeared on an approved Category 5 Integrated Listing are the entries labeled as approved. Integrated Lists are submitted for approval every other year. Segments entered subsequent to the latest approved Category 5 listing are labeled tentative. After appearing on an approved listing, the tentative entries move to approved. The Stream Integrated List is provided as two separate layers determined if the stream is attaining or not attaining its designated uses. DEP Streams Integrated List layer is maintained by the PADEP Office of Water Management, Bureau of Water Supply & Wastewater Management, Water Quality Assessment and Standards Division. The layer is based on the High Resolution National Hydrography Dataset (NHD). Additional update information is provided by Bureau of Watershed Management, Water Use Planning Division.","Office of Water Management, Bureau of Water Supply & Wastewater Management, Water Quality Assessment and Standards Division.","Pennsylvania Department of Environmental Protection","Streams Integrated List, Integrated List, NHD, National Hydrography Dataset, attaining, non attaining, attain, designated use, Category 5###stream, streams, river, rivers, water, waters, creek, creeks, hydrology, 305b, 303d, 305, 303, assessments, assessment, surface###inlandWaters","http://www.pasda.psu.edu","Pennsylvania","","","","","",
"iso19139","3d737603-8718-4ff3-bf85-b7768ee6ca61","10653","Land Recycling Cleanup Locations","Land Recycling Cleanup Location Land Recycling Cleanup Locations (LRCL) are divided into one or more sub-facilities categorized as media: Air, Contained Release or Abandoned Container, Groundwater, Sediment, Soil, Surface Water, and Waste. Media is the environmental resource that is associated with the cleanup effort. The following primary facility kinds describe the Acts from which cleanup locations are derived: Act2 Land Recycling and Environmental Remediation Standards The first declaration of Section 102 of the policy provides a brief description of the purpose of Act2: The elimination of public health and environmental hazards on existing commercial and industrial land across this Commonwealth is vital to their use and reuse as sources of employment, housing, recreation, and open-space areas. The reuse of industrial land is an important component of a sound land use policy that will help prevent the needless development of prime farmland, open-space areas and natural areas and reduce public costs for installing new water, sewer, and highway infrastructure. CERCLA Comprehensive Environmental Response, Compensation, and Liability Act, also known as the Superfund This act was passed by Congress as a federal law in December of 1980, creating a tax on chemical and petroleum industries to: Identify and respond to sites from which releases of hazardous substances into the environment have occurred or could potentially occur Ensure they are cleaned up by responsible parties or through government funding Evaluate damages to natural resources HSCA Hazardous Sites Cleanup Act [This Act] provides the Department of Environmental Protection (DEP) with the funding and the authority to conduct cleanup actions at sites where hazardous substances have been released. HSCA also provides DEP with enforcement authorities to force the persons who are responsible for releases of hazardous substances to conduct cleanup actions or to repay public funds spent on a DEP funded cleanup action. HSCA funds are also used to pay the state share of costs of cleanup actions at Pennsylvania sites in the Federal Superfund program. Under the provisions of HSCA, most HSCA sites involve bankrupt facility owners, abandoned facilities, and inappropriate disposal of hazardous substances. As a general rule, HSCA sites do not include active facilities with financially viable owners. Other The Other primary facility kind includes a mixture of various different cleanup sites, no further action sites, and potential sites. This is optional data that the regional offices are not required to maintain. STSP Storage Tank Spill and Prevention Act Releases and/or ruptures from improperly installed or faulty storage tanks contaminate the Commonwealth's land and water resources. This act was passed to prevent such contamination through ""improved safeguards on the installation and construction of storage tanks.""","Pennsylvania Department of Environmental Protection","Pennsylvania Department of Environmental Protection","environment###efacts, Land Recycling Cleanup Location, recycling, land recycling","http://www.pasda.psu.edu","Pennsylvania","","","","","",
"iso19139","333c3733-4f29-445c-87d1-009702f29152","10117","Geochemistry - PAH","PAH and PCB calculations  gas-phase, aqueous solution and on soot Method - Gaussian 03 and 09  Various methods","The Pennsylvania State University","","geoscientificInformation","","","","","","","",
"iso19139","5780c51e-b25f-4679-91eb-8ec3e32c0804","13380","Lancaster County road centerlines and types","This line coverage contains arc features representing all photogrammetricallyinterpreted street centerlines in the county, including roads built during or after1993. RPT will resolve and generate road names.","Lancaster County IT Department","","Transportation###Centerlines###Roads###Streets","http://www.pasda.psu.edu","","","","","","",
"iso19139","8aa19e6b-c35e-4347-a0b1-ae0ff8a24650","11140","National Weather Service - Total Probability of Extreme Severe Thunderstorms","TOTAL PROBABILITY OF EXTREME SEVERE THUNDERSTORMS is the probability in percent of EF2 (Enhanced Fujita scale 2) tornadoes, damaging winds with speeds greater than 75 miles per hour, or large hail two inches or greater in diameter occurring within 25 miles of any point during the outlook period. The forecasts in this service are updated every 24 hours.","National Weather Service","The Pennsylvania State University","Total Probability of Extreme Severe Thunderstorms###UV Index forecast###climatologyMeteorologyAtmosphere###environment","http://www.pasda.psu.edu###http://www.weather.gov/ndfd/","United States","","","","","",
"iso19139","f31e9948-9f43-4440-9068-5c227f893585","15306","Historic Features - U.S. Geographic Names Information System (GNIS)","The Geographic Names Information System (GNIS) is the Federal standard for geographic nomenclature. The U.S. Geological Survey developed the GNIS for the U.S. Board on Geographic Names, a Federal inter-agency body chartered by public law to maintain uniform feature name usage throughout the Government and to promulgate standard names to the public. The GNIS is the official repository of domestic geographic names data; the official vehicle for geographic names use by all departments of the Federal Government; and the source for applying geographic names to Federal electronic and printed products of all types. See http://geonames.usgs.gov for additional information.","U.S. Geological Survey","U.S. Geological Survey","Feature county###economy###Geographical feature###Geographic name###environment###society###structure###Feature history###Place name###Feature identification###location###Variant name###Feature state###transportation###Feature class###Geographic feature###imageryBaseMapsEarthCover###inlandWaters###Geographical name###Feature designation###utilitiesCommunication###Feature description###Feature name###Official feature name###Feature coordinates","http://geonames.usgs.gov/","County###Populated Place###Territory###Outlying Area###Parish###United States###District###Borough###Municipio###Antarctica###Census Area###Commonwealth###State###Topographic Map","","","","","",
"iso19139","921657b0-21ae-4326-81fb-be2618e4311d","12050","Lancaster County urban and village growth boundary polygons","This a county-wide coverage that contains polygons showing the urban and village growth boundaries in the county. Growth boundaries are split along municipal boundaries.","Lancaster County Planning Commission","","municipal boundaries###village growth boundaries###urban growth boundaries###planningCadastre","http://www.pasda.psu.edu","PA###Lancaster County###Pennsylvania","","","","","",
"iso19139","aaf59260-97bc-4862-bd48-160ce9583519","14622","Industrial Mineral Mining Operations","An Industrial Mineral Mining Operation is a DEP primary facility type related to the Industrial Mineral Mining Program. The sub-facility types are listed below:__________Deep Mine Underground mining of industrial minerals, i.e., noncoal mining. Includes, but is not limited to, industrial minerals extracted from beneath the surface by means of shafts, tunnels, adits, or other mine openings. Discharge Point Discharge of water from an area as a result of industrial mining activities, i.e., noncoal mining. Mineral Preparation Plant Facility at which industrial minerals (i.e., noncoal minerals) are cleaned and processed. Surface Mine Surface mining of industrial minerals (i.e., noncoal minerals) by removing material which lies above the industrial minerals. Includes, but is not limited to, strip, auger, quarry, dredging, and leaching mines.","Pennsylvania Department of Environmental Protection","Pennsylvania Department of Environmental Protection","efacts, mine, mines, mining, Industrial Mineral Mining Operation, industrial###environment","http://www.pasda.psu.edu","Pennsylvania","","","","","",
"iso19139","293c8efa-3639-4dbc-87ad-08cb168a933d","12363","Lancaster County Street Centerlines","This line coverage contains arc features representing all photogrammetrically interpreted street centerlines in the county, including roads built during or after 1993. RPT will resolve and generate road names.","Lancaster County GIS","","Transportation","http://www.pasda.psu.edu/","Pennsylvania###Lancaster County","","","","","",
"iso19139","1146232d-3ce1-44fa-9d9e-dbbb8b22ef32","14261","National Flood Hazard Layer (NFHL)","The National Flood Hazard Layer (NFHL) data incorporates all Flood Insurance Rate Map (FIRM) databases published by the Federal Emergency Management Agency (FEMA), and any Letters of Map Revision (LOMRs) that have been issued against those databases since their publication date. It is updated on a monthly basis. The FIRM Database is the digital, geospatial version of the flood hazard information shown on the published paper FIRMs. The FIRM Database depicts flood risk information and supporting data used to develop the risk data. The primary risk classifications used are the 1-percent-annual-chance flood event, the 0.2-percent-annual-chance flood event, and areas of minimal flood risk. The FIRM Database is derived from Flood Insurance Studies (FISs), previously published FIRMs, flood hazard analyses performed in support of the FISs and FIRMs, and new mapping data, where available. The FISs and FIRMs are published by FEMA. The NFHL is available as State or US Territory data sets. Each State or Territory data set consists of all FIRM Databases and corresponding LOMRs available on the publication date of the data set. The specification for the horizontal control of FIRM Databases is consistent with those required for mapping at a scale of 1:12,000. This file is georeferenced to the Earth's surface using the Geographic Coordinate System (GCS) and North American Datum of 1983.","Federal Emergency Management Agency","Federal Emergency Management Agency","Elevation Theme###National Geospatial Data Asset###NGDA###hydrology###inlandWaters###elevation###structure###transportation###environment###Flood Insurance Rate Map###Coastal Barrier Resources System###Coastal Flooding###FIRM Database###FIRM###Base Flood Elevation###CBRS###SFHA###Floodway###FEMA Flood Hazard Zone###Riverine Flooding###NFIP###Special Flood Hazard Area","https://msc.fema.gov","Puerto Rico###Marshall Islands###District of Columbia###Idaho###New Hampshire###Kentucky###Mississippi###Virginia###Michigan###Missouri###New Mexico###Nebraska###South Dakota###Alabama###Indiana###South Carolina###Maryland###North Carolina###Arizona###Virgin Islands###Hawaii###Connecticut###American Samoa###Oregon###Guam###Kansas###Palau###California###West Virginia###Minnesota###North Dakota###New Jersey###Tennessee###Utah###Maine###Delaware###Vermont###Oklahoma###Rhode Island###Pennsylvania###Florida###Federated State of Micronesia###Louisiana###Montana###Texas###Iowa###Arkansas###Massachusetts###Washington###Georgia###Alaska###Wisconsin###U.S. Minor Islands###Nevada###Northern Mariana Islands###Illinois###Ohio###Colorado###Wyoming###New York","","","","","",
"iso19139","a279bd81-d76a-4b22-bbd9-5fe0d3caa5ef","12866","Greater Prairie Chicken Historic Range","GPChickenHistoricRange is an ESRI SDE Feature Class showing Colorado greater prairie chicken distribution. Maps are derived from records of lekking sites for greater prairie chickens. Leks may be classified as active, inactive or lek of unknown status. Classification is usually based on knowledge of population fluctuations and/or cock attendance; leks are considered to identify important seasonal activity areas nearby. GPChickenHistoricRange is an ESRI shapefile showing areas where greater prairie chickens have been known to occur prior to 1955 (taken from Aldrich and Duvall, 1955). This information was derived from field personnel. A variety of data capture techniques were used including drawing on mylar overlays at 1:50,000 scale USGS county mapsheets and implementation of the SmartBoard Interactive Whiteboard using stand-up, real-time digitizing at various scales (Cowardin, M., M. Flenner. March 2003. Maximizing Mapping Resources. GeoWorld 16(3):32-35).","COLORADO DIVISION OF WILDLIFE","COLORADO DIVISION OF WILDLIFE","Wildlife, Distribution, Colorado, Greater Prairie-chicken, Historic Range","","COLORADO","","","","","",
"iso19139","f3bdb823-5352-42f6-97de-1dbfb0ba112a","10110","Soil Survey Geographic (SSURGO) database for Jackson and Mason Counties, West Virginia","This data set is a digital soil survey and generally is the most detailed level of soil geographic data developed by the National Cooperative Soil Survey. The information was prepared by digitizing maps, by compiling information onto a planimetric correct base and digitizing, or by revising digitized maps using remotely sensed and other information. This data set consists of georeferenced digital map data and computerized attribute data. The map data are in a soil survey area extent format and include a detailed, field verified inventory of soils and miscellaneous areas that normally occur in a repeatable pattern on the landscape and that can be cartographically shown at the scale mapped. A special soil features layer (point and line features) is optional. This layer displays the location of features too small to delineate at the mapping scale, but they are large enough and contrasting enough to significantly influence use and management. The soil map units are linked to attributes in the National Soil Information System relational database, which gives the proportionate extent of the component soils and their properties.","U.S. Department of Agriculture, Natural Resources Conservation Service","U.S. Department of Agriculture, Natural Resources Conservation Service","SSURGO###soil survey###Soil Survey Geographic###soils","","Liverpool Quadrangle###Cottageville Quadrangle###Mount Olive Quadrangle###Portland Quadrangle###Glenwood Quadrangle###Hurricane Quadrangle###Robertsburg Quadrangle###Pomeroy Quadrangle###Pond Creek Quadrangle###Ravenswood Quadrangle###Romance Quadrangle###Sandyville Quadrangle###Apple Grove Quadrangle###Cheshire Quadrangle###Mason County###Gallipolis Quadrangle###Kenna Quadrangle###Rockport Quadrangle###Sissonville Quadrangle###Gay Quadrangle###Beech Hill Quadrangle###Addison Quadrangle###West Virginia###Mount Alto Quadrangle###New Haven Quadrangle###Elmwood Quadrangle###Jackson County###Ripley Quadrangle###Arlee Quadrangle###Chester Quadrangle###Kentuck Quadrangle","","","","","",
"iso19139","ac3528b8-8997-4338-9615-2d6d1748d2d3","13494","Encroachment Locations for Oil & Gas","An Encroachment Location for Oil & Gas is a DEP primary facility type related to the Oil and Gas Program. The sub-facilities that fall under Oil and Gas Encroachment also exist under Encroachment Locations. The difference is in the DEP program that regulates the facilities. Sub Facility types include:___Bridge--- A bridge across a stream required to provide access primarily to an oil and gas location Culvert--- A culvert installed to provide access primarily to an oil and gas location","Pennsylvania Department of Environmental Protection","Pennsylvania Department of Environmental Protection","efacts, oil, gas, Encroachment Location for O&G, encroachment###environment","http://www.pasda.psu.edu/","Pennsylvania","","","","","",
"iso19139","db2a7773-467f-4af6-bde6-17442337daa9","11295","Interactive Guide to the Underwater Flora and Fauna of the Netherlands","This popular educational multimedia CD-ROM (in the Dutch language) presents a wealth of information on the typical underwater flora and fauna of the Netherlands. More than 300 common species are described and illustrated with excellent full colour species. An interactive picture based identification key facilitates quick and easy access to the information. The program encompasses an index of the best diving locations (with maps and photographs) and a guide to the most interesting wrecks. Handy search functions, and a note field to keep records of dives on locations or species seen, form part of the system. This CD-ROM, compiled by specialists in the field, is a must for every sport diver and anybody interested in the world underwater!","M.J. De Kluijver, S.S. Ingalsuo, R.J. Leewis, G.Gijswijt","Expert Center for Taxonomic Identification","underwater fauna###underwater flora###habitat","","Netherlands","","","","","",
